ID,Target
20160201_52.5_58.5,0
20160201_52.5_59.5,0
20160201_52.5_60.5,0
20160201_52.5_61.5,0
20160201_52.5_62.5,0
20160201_52.5_63.5,0
20160201_52.5_64.5,0
20160201_52.5_65.5,0
20160201_52.5_66.5,0
20160201_52.5_67.5,0
20160201_52.5_68.5,0
20160201_52.5_69.5,0
20160201_52.5_70.5,0
20160201_52.5_71.5,0
20160201_52.5_72.5,0
20160201_52.5_73.5,0
20160201_52.5_74.5,0
20160201_52.5_75.5,0
20160201_52.5_76.5,0
20160201_52.5_77.5,0
20160201_52.5_78.5,0
20160201_52.5_79.5,0
20160201_52.5_80.5,0
20160201_52.5_81.5,0
20160201_52.5_82.5,0
20160201_52.5_83.5,0
20160201_52.5_84.5,0
20160201_52.5_85.5,0
20160201_52.5_86.5,0
20160201_52.5_87.5,0
20160201_52.5_88.5,0
20160201_52.5_89.5,0
20160201_52.5_90.5,0
20160201_52.5_91.5,0
20160201_52.5_92.5,0
20160201_52.5_93.5,0
20160201_52.5_94.5,0
20160201_52.5_95.5,0
20160201_52.5_96.5,0
20160201_52.5_97.5,0
20160201_52.5_98.5,0
20160201_52.5_99.5,0
20160201_52.5_100.5,0
20160201_52.5_101.5,0
20160201_52.5_102.5,0
20160201_52.5_103.5,0
20160201_52.5_104.5,0
20160201_52.5_105.5,0
20160201_52.5_106.5,0
20160201_52.5_107.5,0
20160201_52.5_108.5,0
20160201_52.5_109.5,0
20160201_52.5_110.5,0
20160201_52.5_111.5,0
20160201_52.5_112.5,0
20160201_52.5_113.5,0
20160201_52.5_114.5,0
20160201_52.5_115.5,0
20160201_52.5_116.5,0
20160201_52.5_117.5,0
20160201_52.5_118.5,0
20160201_52.5_119.5,0
20160201_52.5_120.5,0
20160201_52.5_121.5,0
20160201_52.5_122.5,0
20160201_52.5_123.5,0
20160201_52.5_124.5,0
20160201_52.5_125.5,0
20160201_52.5_126.5,0
20160201_52.5_127.5,0
20160201_52.5_128.5,0
20160201_52.5_129.5,0
20160201_52.5_130.5,0
20160201_52.5_131.5,0
20160201_52.5_132.5,0
20160201_52.5_133.5,0
20160201_52.5_134.5,0
20160201_52.5_135.5,0
20160201_52.5_136.5,0
20160201_52.5_137.5,0
20160201_52.5_138.5,0
20160201_52.5_139.5,0
20160201_52.5_140.5,0
20160201_52.5_141.5,0
20160201_52.5_142.5,0
20160201_52.5_156.5,0
20160201_52.5_157.5,0
20160201_52.5_158.5,0
20160201_53.5_-167.5,0
20160201_53.5_-132.5,0
20160201_53.5_-129.5,0
20160201_53.5_-128.5,0
20160201_53.5_-127.5,0
20160201_53.5_-126.5,0
20160201_53.5_-125.5,0
20160201_53.5_-124.5,0
20160201_53.5_-123.5,0
20160201_53.5_-122.5,0
20160201_53.5_-121.5,0
20160201_53.5_-120.5,0
20160201_53.5_-119.5,0
20160201_53.5_-118.5,0
20160201_53.5_-117.5,0
20160201_53.5_-116.5,0
20160201_53.5_-115.5,0
20160201_53.5_-114.5,0
20160201_53.5_-113.5,0
20160201_53.5_-112.5,0
20160201_53.5_-111.5,0
20160201_53.5_-110.5,0
20160201_53.5_-109.5,0
20160201_53.5_-108.5,0
20160201_53.5_-107.5,0
20160201_53.5_-106.5,0
20160201_53.5_-105.5,0
20160201_53.5_-104.5,0
20160201_53.5_-103.5,0
20160201_53.5_-102.5,0
20160201_53.5_-101.5,0
20160201_53.5_-100.5,0
20160201_53.5_-99.5,0
20160201_53.5_-98.5,0
20160201_53.5_-97.5,0
20160201_53.5_-96.5,0
20160201_53.5_-95.5,0
20160201_53.5_-94.5,0
20160201_53.5_-93.5,0
20160201_53.5_-92.5,0
20160201_53.5_-91.5,0
20160201_53.5_-90.5,0
20160201_53.5_-89.5,0
20160201_53.5_-88.5,0
20160201_53.5_-87.5,0
20160201_53.5_-86.5,0
20160201_53.5_-85.5,0
20160201_53.5_-84.5,0
20160201_53.5_-83.5,0
20160201_53.5_-82.5,0
20160201_53.5_-78.5,0
20160201_53.5_-77.5,0
20160201_53.5_-76.5,0
20160201_53.5_-75.5,0
20160201_53.5_-74.5,0
20160201_53.5_-73.5,0
20160201_53.5_-72.5,0
20160201_53.5_-71.5,0
20160201_53.5_-70.5,0
20160201_53.5_-69.5,0
20160201_53.5_-68.5,0
20160201_53.5_-67.5,0
20160201_53.5_-66.5,0
20160201_53.5_-65.5,0
20160201_53.5_-64.5,0
20160201_53.5_-63.5,0
20160201_53.5_-62.5,0
20160201_53.5_-61.5,0
20160201_53.5_-60.5,0
20160201_53.5_-59.5,0
20160201_53.5_-58.5,0
20160201_53.5_-57.5,0
20160201_53.5_-56.5,0
20160201_53.5_-9.5,0
20160201_53.5_-8.5,0
20160201_53.5_-7.5,0
20160201_53.5_-6.5,0
20160201_53.5_-2.5,0
20160201_53.5_-1.5,0
20160201_53.5_-0.5,0
20160201_53.5_7.5,0
20160201_53.5_8.5,0
20160201_53.5_9.5,0
20160201_53.5_10.5,0
20160201_53.5_11.5,0
20160201_53.5_12.5,0
20160201_53.5_13.5,0
20160201_53.5_14.5,0
20160201_53.5_15.5,0
20160201_53.5_16.5,0
20160201_53.5_17.5,0
20160201_53.5_18.5,0
20160201_53.5_19.5,0
20160201_53.5_20.5,0
20160201_53.5_21.5,0
20160201_53.5_22.5,0
20160201_53.5_23.5,0
20160201_53.5_24.5,0
20160201_53.5_25.5,0
20160201_53.5_26.5,0
20160201_53.5_27.5,0
20160201_53.5_28.5,0
20160201_53.5_29.5,0
20160201_53.5_30.5,0
20160201_53.5_31.5,0
20160201_53.5_32.5,0
20160201_53.5_33.5,0
20160201_53.5_34.5,0
20160201_53.5_35.5,0
20160201_53.5_36.5,0
20160201_53.5_37.5,0
20160201_53.5_38.5,0
20160201_53.5_39.5,0
20160201_53.5_40.5,0
20160201_53.5_41.5,0
20160201_53.5_42.5,0
20160201_53.5_43.5,0
20160201_53.5_44.5,0
20160201_53.5_45.5,0
20160201_53.5_46.5,0
20160201_53.5_47.5,0
20160201_53.5_48.5,0
20160201_53.5_49.5,0
20160201_53.5_50.5,0
20160201_53.5_51.5,0
20160201_53.5_52.5,0
20160201_53.5_53.5,0
20160201_53.5_54.5,0
20160201_53.5_55.5,0
20160201_53.5_56.5,0
20160201_53.5_57.5,0
20160201_53.5_58.5,0
20160201_53.5_59.5,0
20160201_53.5_60.5,0
20160201_53.5_61.5,0
20160201_53.5_62.5,0
20160201_53.5_63.5,0
20160201_53.5_64.5,0
20160201_53.5_65.5,0
20160201_53.5_66.5,0
20160201_53.5_67.5,0
20160201_53.5_68.5,0
20160201_53.5_69.5,0
20160201_53.5_70.5,0
20160201_53.5_71.5,0
20160201_53.5_72.5,0
20160201_53.5_73.5,0
20160201_53.5_74.5,0
20160201_53.5_75.5,0
20160201_53.5_76.5,0
20160201_53.5_77.5,0
20160201_53.5_78.5,0
20160201_53.5_79.5,0
20160201_53.5_80.5,0
20160201_53.5_81.5,0
20160201_53.5_82.5,0
20160201_53.5_83.5,0
20160201_53.5_84.5,0
20160201_53.5_85.5,0
20160201_53.5_86.5,0
20160201_53.5_87.5,0
20160201_53.5_88.5,0
20160201_53.5_89.5,0
20160201_53.5_90.5,0
20160201_53.5_91.5,0
20160201_53.5_92.5,0
20160201_53.5_93.5,0
20160201_53.5_94.5,0
20160201_53.5_95.5,0
20160201_53.5_96.5,0
20160201_53.5_97.5,0
20160201_53.5_98.5,0
20160201_53.5_99.5,0
20160201_53.5_100.5,0
20160201_53.5_101.5,0
20160201_53.5_102.5,0
20160201_53.5_103.5,0
20160201_53.5_104.5,0
20160201_53.5_105.5,0
20160201_53.5_106.5,0
20160201_53.5_107.5,0
20160201_53.5_108.5,0
20160201_53.5_109.5,0
20160201_53.5_110.5,0
20160201_53.5_111.5,0
20160201_53.5_112.5,0
20160201_53.5_113.5,0
20160201_53.5_114.5,0
20160201_53.5_115.5,0
20160201_53.5_116.5,0
20160201_53.5_117.5,0
20160201_53.5_118.5,0
20160201_53.5_119.5,0
20160201_53.5_120.5,0
20160201_53.5_121.5,0
20160201_53.5_122.5,0
20160201_53.5_123.5,0
20160201_53.5_124.5,0
20160201_53.5_125.5,0
20160201_53.5_126.5,0
20160201_53.5_127.5,0
20160201_53.5_128.5,0
20160201_53.5_129.5,0
20160201_53.5_130.5,0
20160201_53.5_131.5,0
20160201_53.5_132.5,0
20160201_53.5_133.5,0
20160201_53.5_134.5,0
20160201_53.5_135.5,0
20160201_53.5_136.5,0
20160201_53.5_137.5,0
20160201_53.5_138.5,0
20160201_53.5_139.5,0
20160201_53.5_140.5,0
20160201_53.5_142.5,0
20160201_53.5_156.5,0
20160201_53.5_157.5,0
20160201_53.5_158.5,0
20160201_53.5_159.5,0
20160201_54.5_-164.5,0
20160201_54.5_-132.5,0
20160201_54.5_-130.5,0
20160201_54.5_-129.5,0
20160201_54.5_-128.5,0
20160201_54.5_-127.5,0
20160201_54.5_-126.5,0
20160201_54.5_-125.5,0
20160201_54.5_-124.5,0
20160201_54.5_-123.5,0
20160201_54.5_-122.5,0
20160201_54.5_-121.5,0
20160201_54.5_-120.5,0
20160201_54.5_-119.5,0
20160201_54.5_-118.5,0
20160201_54.5_-117.5,0
20160201_54.5_-116.5,0
20160201_54.5_-115.5,0
20160201_54.5_-114.5,0
20160201_54.5_-113.5,0
20160201_54.5_-112.5,0
20160201_54.5_-111.5,0
20160201_54.5_-110.5,0
20160201_54.5_-109.5,0
20160201_54.5_-108.5,0
20160201_54.5_-107.5,0
20160201_54.5_-106.5,0
20160201_54.5_-105.5,0
20160201_54.5_-104.5,0
20160201_54.5_-103.5,0
20160201_54.5_-102.5,0
20160201_54.5_-101.5,0
20160201_54.5_-100.5,0
20160201_54.5_-99.5,0
20160201_54.5_-98.5,0
20160201_54.5_-97.5,0
20160201_54.5_-96.5,0
20160201_54.5_-95.5,0
20160201_54.5_-94.5,0
20160201_54.5_-93.5,0
20160201_54.5_-92.5,0
20160201_54.5_-91.5,0
20160201_54.5_-90.5,0
20160201_54.5_-89.5,0
20160201_54.5_-88.5,0
20160201_54.5_-87.5,0
20160201_54.5_-86.5,0
20160201_54.5_-85.5,0
20160201_54.5_-84.5,0
20160201_54.5_-83.5,0
20160201_54.5_-82.5,0
20160201_54.5_-78.5,0
20160201_54.5_-77.5,0
20160201_54.5_-76.5,0
20160201_54.5_-75.5,0
20160201_54.5_-74.5,0
20160201_54.5_-73.5,0
20160201_54.5_-72.5,0
20160201_54.5_-71.5,0
20160201_54.5_-70.5,0
20160201_54.5_-69.5,0
20160201_54.5_-68.5,0
20160201_54.5_-67.5,0
20160201_54.5_-66.5,0
20160201_54.5_-65.5,0
20160201_54.5_-64.5,0
20160201_54.5_-63.5,0
20160201_54.5_-62.5,0
20160201_54.5_-61.5,0
20160201_54.5_-60.5,0
20160201_54.5_-59.5,0
20160201_54.5_-58.5,0
20160201_54.5_-57.5,0
20160201_54.5_-8.5,0
20160201_54.5_-7.5,0
20160201_54.5_-6.5,0
20160201_54.5_-5.5,0
20160201_54.5_-4.5,0
20160201_54.5_-3.5,0
20160201_54.5_-2.5,0
20160201_54.5_-1.5,0
20160201_54.5_8.5,0
20160201_54.5_9.5,0
20160201_54.5_10.5,0
20160201_54.5_11.5,0
20160201_54.5_12.5,0
20160201_54.5_13.5,0
20160201_54.5_16.5,0
20160201_54.5_17.5,0
20160201_54.5_18.5,0
20160201_54.5_20.5,0
20160201_54.5_21.5,0
20160201_54.5_22.5,0
20160201_54.5_23.5,0
20160201_54.5_24.5,0
20160201_54.5_25.5,0
20160201_54.5_26.5,0
20160201_54.5_27.5,0
20160201_54.5_28.5,0
20160201_54.5_29.5,0
20160201_54.5_30.5,0
20160201_54.5_31.5,0
20160201_54.5_32.5,0
20160201_54.5_33.5,0
20160201_54.5_34.5,0
20160201_54.5_35.5,0
20160201_54.5_36.5,0
20160201_54.5_37.5,0
20160201_54.5_38.5,0
20160201_54.5_39.5,0
20160201_54.5_40.5,0
20160201_54.5_41.5,0
20160201_54.5_42.5,0
20160201_54.5_43.5,0
20160201_54.5_44.5,0
20160201_54.5_45.5,0
20160201_54.5_46.5,0
20160201_54.5_47.5,0
20160201_54.5_48.5,0
20160201_54.5_49.5,0
20160201_54.5_50.5,0
20160201_54.5_51.5,0
20160201_54.5_52.5,0
20160201_54.5_53.5,0
20160201_54.5_54.5,0
20160201_54.5_55.5,0
20160201_54.5_56.5,0
20160201_54.5_57.5,0
20160201_54.5_58.5,0
20160201_54.5_59.5,0
20160201_54.5_60.5,0
20160201_54.5_61.5,0
20160201_54.5_62.5,0
20160201_54.5_63.5,0
20160201_54.5_64.5,0
20160201_54.5_65.5,0
20160201_54.5_66.5,0
20160201_54.5_67.5,0
20160201_54.5_68.5,0
20160201_54.5_69.5,0
20160201_54.5_70.5,0
20160201_54.5_71.5,0
20160201_54.5_72.5,0
20160201_54.5_73.5,0
20160201_54.5_74.5,0
20160201_54.5_75.5,0
20160201_54.5_76.5,0
20160201_54.5_77.5,0
20160201_54.5_78.5,0
20160201_54.5_79.5,0
20160201_54.5_80.5,0
20160201_54.5_81.5,0
20160201_54.5_82.5,0
20160201_54.5_83.5,0
20160201_54.5_84.5,0
20160201_54.5_85.5,0
20160201_54.5_86.5,0
20160201_54.5_87.5,0
20160201_54.5_88.5,0
20160201_54.5_89.5,0
20160201_54.5_90.5,0
20160201_54.5_91.5,0
20160201_54.5_92.5,0
20160201_54.5_93.5,0
20160201_54.5_94.5,0
20160201_54.5_95.5,0
20160201_54.5_96.5,0
20160201_54.5_97.5,0
20160201_54.5_98.5,0
20160201_54.5_99.5,0
20160201_54.5_100.5,0
20160201_54.5_101.5,0
20160201_54.5_102.5,0
20160201_54.5_103.5,0
20160201_54.5_104.5,0
20160201_54.5_105.5,0
20160201_54.5_106.5,0
20160201_54.5_107.5,0
20160201_54.5_108.5,0
20160201_54.5_109.5,0
20160201_54.5_110.5,0
20160201_54.5_111.5,0
20160201_54.5_112.5,0
20160201_54.5_113.5,0
20160201_54.5_114.5,0
20160201_54.5_115.5,0
20160201_54.5_116.5,0
20160201_54.5_117.5,0
20160201_54.5_118.5,0
20160201_54.5_119.5,0
20160201_54.5_120.5,0
20160201_54.5_121.5,0
20160201_54.5_122.5,0
20160201_54.5_123.5,0
20160201_54.5_124.5,0
20160201_54.5_125.5,0
20160201_54.5_126.5,0
20160201_54.5_127.5,0
20160201_54.5_128.5,0
20160201_54.5_129.5,0
20160201_54.5_130.5,0
20160201_54.5_131.5,0
20160201_54.5_132.5,0
20160201_54.5_133.5,0
20160201_54.5_134.5,0
20160201_54.5_135.5,0
20160201_54.5_136.5,0
20160201_54.5_137.5,0
20160201_54.5_156.5,0
20160201_54.5_157.5,0
20160201_54.5_158.5,0
20160201_54.5_159.5,0
20160201_54.5_160.5,0
20160201_55.5_-162.5,0
20160201_55.5_-161.5,0
20160201_55.5_-160.5,0
20160201_55.5_-159.5,0
20160201_55.5_-133.5,0
20160201_55.5_-132.5,0
20160201_55.5_-131.5,0
20160201_55.5_-130.5,0
20160201_55.5_-129.5,0
20160201_55.5_-128.5,0
20160201_55.5_-127.5,0
20160201_55.5_-126.5,0
20160201_55.5_-125.5,0
20160201_55.5_-124.5,0
20160201_55.5_-123.5,0
20160201_55.5_-122.5,0
20160201_55.5_-121.5,0
20160201_55.5_-120.5,0
20160201_55.5_-119.5,0
20160201_55.5_-118.5,0
20160201_55.5_-117.5,0
20160201_55.5_-116.5,0
20160201_55.5_-115.5,0
20160201_55.5_-114.5,0
20160201_55.5_-113.5,0
20160201_55.5_-112.5,0
20160201_55.5_-111.5,0
20160201_55.5_-110.5,0
20160201_55.5_-109.5,0
20160201_55.5_-108.5,0
20160201_55.5_-107.5,0
20160201_55.5_-106.5,0
20160201_55.5_-105.5,0
20160201_55.5_-104.5,0
20160201_55.5_-103.5,0
20160201_55.5_-102.5,0
20160201_55.5_-101.5,0
20160201_55.5_-100.5,0
20160201_55.5_-99.5,0
20160201_55.5_-98.5,0
20160201_55.5_-97.5,0
20160201_55.5_-96.5,0
20160201_55.5_-95.5,0
20160201_55.5_-94.5,0
20160201_55.5_-93.5,0
20160201_55.5_-92.5,0
20160201_55.5_-91.5,0
20160201_55.5_-90.5,0
20160201_55.5_-89.5,0
20160201_55.5_-88.5,0
20160201_55.5_-87.5,0
20160201_55.5_-86.5,0
20160201_55.5_-76.5,0
20160201_55.5_-75.5,0
20160201_55.5_-74.5,0
20160201_55.5_-73.5,0
20160201_55.5_-72.5,0
20160201_55.5_-71.5,0
20160201_55.5_-70.5,0
20160201_55.5_-69.5,0
20160201_55.5_-68.5,0
20160201_55.5_-67.5,0
20160201_55.5_-66.5,0
20160201_55.5_-65.5,0
20160201_55.5_-64.5,0
20160201_55.5_-63.5,0
20160201_55.5_-62.5,0
20160201_55.5_-61.5,0
20160201_55.5_-60.5,0
20160201_55.5_-5.5,0
20160201_55.5_-4.5,0
20160201_55.5_-3.5,0
20160201_55.5_-2.5,0
20160201_55.5_8.5,0
20160201_55.5_9.5,0
20160201_55.5_10.5,0
20160201_55.5_11.5,0
20160201_55.5_12.5,0
20160201_55.5_13.5,0
20160201_55.5_21.5,0
20160201_55.5_22.5,0
20160201_55.5_23.5,0
20160201_55.5_24.5,0
20160201_55.5_25.5,0
20160201_55.5_26.5,0
20160201_55.5_27.5,0
20160201_55.5_28.5,0
20160201_55.5_29.5,0
20160201_55.5_30.5,0
20160201_55.5_31.5,0
20160201_55.5_32.5,0
20160201_55.5_33.5,0
20160201_55.5_34.5,0
20160201_55.5_35.5,0
20160201_55.5_36.5,0
20160201_55.5_37.5,0
20160201_55.5_38.5,0
20160201_55.5_39.5,0
20160201_55.5_40.5,0
20160201_55.5_41.5,0
20160201_55.5_42.5,0
20160201_55.5_43.5,0
20160201_55.5_44.5,0
20160201_55.5_45.5,0
20160201_55.5_46.5,0
20160201_55.5_47.5,0
20160201_55.5_48.5,0
20160201_55.5_49.5,0
20160201_55.5_50.5,0
20160201_55.5_51.5,0
20160201_55.5_52.5,0
20160201_55.5_53.5,0
20160201_55.5_54.5,0
20160201_55.5_55.5,0
20160201_55.5_56.5,0
20160201_55.5_57.5,0
20160201_55.5_58.5,0
20160201_55.5_59.5,0
20160201_55.5_60.5,0
20160201_55.5_61.5,0
20160201_55.5_62.5,0
20160201_55.5_63.5,0
20160201_55.5_64.5,0
20160201_55.5_65.5,0
20160201_55.5_66.5,0
20160201_55.5_67.5,0
20160201_55.5_68.5,0
20160201_55.5_69.5,0
20160201_55.5_70.5,0
20160201_55.5_71.5,0
20160201_55.5_72.5,0
20160201_55.5_73.5,0
20160201_55.5_74.5,0
20160201_55.5_75.5,0
20160201_55.5_76.5,0
20160201_55.5_77.5,0
20160201_55.5_78.5,0
20160201_55.5_79.5,0
20160201_55.5_80.5,0
20160201_55.5_81.5,0
20160201_55.5_82.5,0
20160201_55.5_83.5,0
20160201_55.5_84.5,0
20160201_55.5_85.5,0
20160201_55.5_86.5,0
20160201_55.5_87.5,0
20160201_55.5_88.5,0
20160201_55.5_89.5,0
20160201_55.5_90.5,0
20160201_55.5_91.5,0
20160201_55.5_92.5,0
20160201_55.5_93.5,0
20160201_55.5_94.5,0
20160201_55.5_95.5,0
20160201_55.5_96.5,0
20160201_55.5_97.5,0
20160201_55.5_98.5,0
20160201_55.5_99.5,0
20160201_55.5_100.5,0
20160201_55.5_101.5,0
20160201_55.5_102.5,0
20160201_55.5_103.5,0
20160201_55.5_104.5,0
20160201_55.5_105.5,0
20160201_55.5_106.5,0
20160201_55.5_107.5,0
20160201_55.5_108.5,0
20160201_55.5_109.5,0
20160201_55.5_110.5,0
20160201_55.5_111.5,0
20160201_55.5_112.5,0
20160201_55.5_113.5,0
20160201_55.5_114.5,0
20160201_55.5_115.5,0
20160201_55.5_116.5,0
20160201_55.5_117.5,0
20160201_55.5_118.5,0
20160201_55.5_119.5,0
20160201_55.5_120.5,0
20160201_55.5_121.5,0
20160201_55.5_122.5,0
20160201_55.5_123.5,0
20160201_55.5_124.5,0
20160201_55.5_125.5,0
20160201_55.5_126.5,0
20160201_55.5_127.5,0
20160201_55.5_128.5,0
20160201_55.5_129.5,0
20160201_55.5_130.5,0
20160201_55.5_131.5,0
20160201_55.5_132.5,0
20160201_55.5_133.5,0
20160201_55.5_134.5,0
20160201_55.5_135.5,0
20160201_55.5_136.5,0
20160201_55.5_156.5,0
20160201_55.5_157.5,0
20160201_55.5_158.5,0
20160201_55.5_159.5,0
20160201_55.5_160.5,0
20160201_55.5_161.5,0
20160201_56.5_-159.5,0
20160201_56.5_-158.5,0
20160201_56.5_-134.5,0
20160201_56.5_-133.5,0
20160201_56.5_-132.5,0
20160201_56.5_-131.5,0
20160201_56.5_-130.5,0
20160201_56.5_-129.5,0
20160201_56.5_-128.5,0
20160201_56.5_-127.5,0
20160201_56.5_-126.5,0
20160201_56.5_-125.5,0
20160201_56.5_-124.5,0
20160201_56.5_-123.5,0
20160201_56.5_-122.5,0
20160201_56.5_-121.5,0
20160201_56.5_-120.5,0
20160201_56.5_-119.5,0
20160201_56.5_-118.5,0
20160201_56.5_-117.5,0
20160201_56.5_-116.5,0
20160201_56.5_-115.5,0
20160201_56.5_-114.5,0
20160201_56.5_-113.5,0
20160201_56.5_-112.5,0
20160201_56.5_-111.5,0
20160201_56.5_-110.5,0
20160201_56.5_-109.5,0
20160201_56.5_-108.5,0
20160201_56.5_-107.5,0
20160201_56.5_-106.5,0
20160201_56.5_-105.5,0
20160201_56.5_-104.5,0
20160201_56.5_-103.5,0
20160201_56.5_-102.5,0
20160201_56.5_-101.5,0
20160201_56.5_-100.5,0
20160201_56.5_-99.5,0
20160201_56.5_-98.5,0
20160201_56.5_-97.5,0
20160201_56.5_-96.5,0
20160201_56.5_-95.5,0
20160201_56.5_-94.5,0
20160201_56.5_-93.5,0
20160201_56.5_-92.5,0
20160201_56.5_-91.5,0
20160201_56.5_-90.5,0
20160201_56.5_-89.5,0
20160201_56.5_-88.5,0
20160201_56.5_-79.5,0
20160201_56.5_-76.5,0
20160201_56.5_-75.5,0
20160201_56.5_-74.5,0
20160201_56.5_-73.5,0
20160201_56.5_-72.5,0
20160201_56.5_-71.5,0
20160201_56.5_-70.5,0
20160201_56.5_-69.5,0
20160201_56.5_-68.5,0
20160201_56.5_-67.5,0
20160201_56.5_-66.5,0
20160201_56.5_-65.5,0
20160201_56.5_-64.5,0
20160201_56.5_-63.5,0
20160201_56.5_-62.5,0
20160201_56.5_-61.5,0
20160201_56.5_-6.5,0
20160201_56.5_-5.5,0
20160201_56.5_-4.5,0
20160201_56.5_-3.5,0
20160201_56.5_8.5,0
20160201_56.5_9.5,0
20160201_56.5_10.5,0
20160201_56.5_12.5,0
20160201_56.5_13.5,0
20160201_56.5_14.5,0
20160201_56.5_15.5,0
20160201_56.5_16.5,0
20160201_56.5_21.5,0
20160201_56.5_22.5,0
20160201_56.5_23.5,0
20160201_56.5_24.5,0
20160201_56.5_25.5,0
20160201_56.5_26.5,0
20160201_56.5_27.5,0
20160201_56.5_28.5,0
20160201_56.5_29.5,0
20160201_56.5_30.5,0
20160201_56.5_31.5,0
20160201_56.5_32.5,0
20160201_56.5_33.5,0
20160201_56.5_34.5,0
20160201_56.5_35.5,0
20160201_56.5_36.5,0
20160201_56.5_37.5,0
20160201_56.5_38.5,0
20160201_56.5_39.5,0
20160201_56.5_40.5,0
20160201_56.5_41.5,0
20160201_56.5_42.5,0
20160201_56.5_43.5,0
20160201_56.5_44.5,0
20160201_56.5_45.5,0
20160201_56.5_46.5,0
20160201_56.5_47.5,0
20160201_56.5_48.5,0
20160201_56.5_49.5,0
20160201_56.5_50.5,0
20160201_56.5_51.5,0
20160201_56.5_52.5,0
20160201_56.5_53.5,0
20160201_56.5_54.5,0
20160201_56.5_55.5,0
20160201_56.5_56.5,0
20160201_56.5_57.5,0
20160201_56.5_58.5,0
20160201_56.5_59.5,0
20160201_56.5_60.5,0
20160201_56.5_61.5,0
20160201_56.5_62.5,0
20160201_56.5_63.5,0
20160201_56.5_64.5,0
20160201_56.5_65.5,0
20160201_56.5_66.5,0
20160201_56.5_67.5,0
20160201_56.5_68.5,0
20160201_56.5_69.5,0
20160201_56.5_70.5,0
20160201_56.5_71.5,0
20160201_56.5_72.5,0
20160201_56.5_73.5,0
20160201_56.5_74.5,0
20160201_56.5_75.5,0
20160201_56.5_76.5,0
20160201_56.5_77.5,0
20160201_56.5_78.5,0
20160201_56.5_79.5,0
20160201_56.5_80.5,0
20160201_56.5_81.5,0
20160201_56.5_82.5,0
20160201_56.5_83.5,0
20160201_56.5_84.5,0
20160201_56.5_85.5,0
20160201_56.5_86.5,0
20160201_56.5_87.5,0
20160201_56.5_88.5,0
20160201_56.5_89.5,0
20160201_56.5_90.5,0
20160201_56.5_91.5,0
20160201_56.5_92.5,0
20160201_56.5_93.5,0
20160201_56.5_94.5,0
20160201_56.5_95.5,0
20160201_56.5_96.5,0
20160201_56.5_97.5,0
20160201_56.5_98.5,0
20160201_56.5_99.5,0
20160201_56.5_100.5,0
20160201_56.5_101.5,0
20160201_56.5_102.5,0
20160201_56.5_103.5,0
20160201_56.5_104.5,0
20160201_56.5_105.5,0
20160201_56.5_106.5,0
20160201_56.5_107.5,0
20160201_56.5_108.5,0
20160201_56.5_109.5,0
20160201_56.5_110.5,0
20160201_56.5_111.5,0
20160201_56.5_112.5,0
20160201_56.5_113.5,0
20160201_56.5_114.5,0
20160201_56.5_115.5,0
20160201_56.5_116.5,0
20160201_56.5_117.5,0
20160201_56.5_118.5,0
20160201_56.5_119.5,0
20160201_56.5_120.5,0
20160201_56.5_121.5,0
20160201_56.5_122.5,0
20160201_56.5_123.5,0
20160201_56.5_124.5,0
20160201_56.5_125.5,0
20160201_56.5_126.5,0
20160201_56.5_127.5,0
20160201_56.5_128.5,0
20160201_56.5_129.5,0
20160201_56.5_130.5,0
20160201_56.5_131.5,0
20160201_56.5_132.5,0
20160201_56.5_133.5,0
20160201_56.5_134.5,0
20160201_56.5_135.5,0
20160201_56.5_136.5,0
20160201_56.5_137.5,0
20160201_56.5_156.5,0
20160201_56.5_157.5,0
20160201_56.5_158.5,0
20160201_56.5_159.5,0
20160201_56.5_160.5,0
20160201_56.5_161.5,0
20160201_56.5_162.5,0
20160201_57.5_-157.5,0
20160201_57.5_-156.5,0
20160201_57.5_-154.5,0
20160201_57.5_-153.5,0
20160201_57.5_-152.5,0
20160201_57.5_-135.5,0
20160201_57.5_-134.5,0
20160201_57.5_-133.5,0
20160201_57.5_-132.5,0
20160201_57.5_-131.5,0
20160201_57.5_-130.5,0
20160201_57.5_-129.5,0
20160201_57.5_-128.5,0
20160201_57.5_-127.5,0
20160201_57.5_-126.5,0
20160201_57.5_-125.5,0
20160201_57.5_-124.5,0
20160201_57.5_-123.5,0
20160201_57.5_-122.5,0
20160201_57.5_-121.5,0
20160201_57.5_-120.5,0
20160201_57.5_-119.5,0
20160201_57.5_-118.5,0
20160201_57.5_-117.5,0
20160201_57.5_-116.5,0
20160201_57.5_-115.5,0
20160201_57.5_-114.5,0
20160201_57.5_-113.5,0
20160201_57.5_-112.5,0
20160201_57.5_-111.5,0
20160201_57.5_-110.5,0
20160201_57.5_-109.5,0
20160201_57.5_-108.5,0
20160201_57.5_-107.5,0
20160201_57.5_-106.5,0
20160201_57.5_-105.5,0
20160201_57.5_-104.5,0
20160201_57.5_-103.5,0
20160201_57.5_-102.5,0
20160201_57.5_-101.5,0
20160201_57.5_-100.5,0
20160201_57.5_-99.5,0
20160201_57.5_-98.5,0
20160201_57.5_-97.5,0
20160201_57.5_-96.5,0
20160201_57.5_-95.5,0
20160201_57.5_-94.5,0
20160201_57.5_-93.5,0
20160201_57.5_-92.5,0
20160201_57.5_-76.5,0
20160201_57.5_-75.5,0
